classification,createdAt,difficulty,equipment,forceType,id,isFavorite,muscleGroup,name,notes,updatedAt
strength,2025-07-06T19:10:12.243277,intermediate,Cable,squeeze,f54e3709-d65a-4f44-bf73-42cf950935e2,False,core,Cable Wood Chops,"Cable Wood Chops: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the core using cable.",2025-07-06T19:10:12.243277
strength,2025-07-03T09:00:50.414000,beginner,Dumbbell,pull,2408da24-0981-4795-b4e4-7deac51c6a61,False,arms,Dumbbell Bicep Curls,Classic bicep exercise that helps improve strength and mobility. Focus on full range of motion.,2025-07-03T09:00:50.414000
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,d2bdddaf-3d40-4cb8-9d9d-8182bd2daa57,False,chest,Dumbbell Chest Fly (Decline)Thumbs Up,"DB Chest Fly (Decline)Thumbs Up: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the chest using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,c558fa7a-f77b-4816-9236-4db82839257c,False,chest,Dumbbell Chest Fly (Flat) Palms Up,"DB Chest Fly (Flat) Palms up: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the chest using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,32ca0d5f-dec9-4bc5-b160-5364ab6c1219,False,chest,Dumbbell Chest Fly (Incline) Pinkies Up,"DB Chest Fly (Incline) Pinkies Up: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the chest using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,pull,2247b1b2-6202-4645-8228-8f3edf2864d1,False,biceps,Dumbbell Curl,"Dumbell Curl: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the biceps using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,pull,51bf943f-a7c5-476b-bd79-e2a49f14c4d5,False,biceps,Dumbbell Incline Curl,"Dumbell Incline Curl: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the biceps using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,squeeze,1bcb1ab4-c2f3-4005-aeb5-bbaa04366325,False,core,Dumbbell Side Bend,"Dumbell Side Bend: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the core using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,bf8a4072-56d0-4e88-aecc-e26f853e4d78,False,arms,Dumbbell Skullcrusher,"Dumbell Skullcrusher: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the triceps using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,25c54129-7f0a-4f9a-b428-14c9e41fc37a,False,arms,Dumbbell Tricep Kickback,"Dumbell Tricep Kickback: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the triceps using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,fb14fe67-83c5-404b-9265-03a2706d12da,False,triceps,Dumbell Triceps Extension,"Dumbell Triceps Extension: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the triceps using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,6651b8b5-678a-4665-a1ad-da0fcd92768f,False,shoulders,Dumbbell External Rotations,"Dumbbell External Rotations: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the shoulders using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-03T09:00:50.413000,beginner,Dumbbell,push,2f6283ee-dbbf-4e12-b3e5-cffe28098948,True,chest,Dumbbell Flyes,Isolation exercise that helps improve strength and mobility for chest. Emphasizes stretch and squeeze.,2025-07-06T17:31:27.753000
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,pull,f20c3f82-e26f-4955-869f-f4a49dae26a1,False,biceps,Dumbbell Hammer Curl,"Hammer Curl (Dumbbell): This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the biceps using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,pull,42e5f22a-ee6f-4717-bc77-300ba4abea96,False,biceps,Dumbbell Incline Curl,"Incline Dumbbell Curl: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the biceps using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-03T09:00:50.414000,beginner,Dumbbell,push,e7a51c72-04d0-435d-bfac-874848f6a4a8,False,shoulders,Dumbbell Lateral Raises,Isolation exercise that helps improve strength and mobility for lateral deltoids. Use controlled movement.,2025-07-03T09:00:50.414000
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,pull,06578a49-bfba-4315-ad30-06421a9f6706,False,back,Dumbbell One Arm Row,"Dumbbell One Arm Row: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the back using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,aa71a3f8-0e9a-415c-bcba-75ce67ec9882,False,arms,Dumbbell Overhead Triceps Ext,"Overhead Triceps Ext (Dumbbell): This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the triceps using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,bb6857e0-e105-4477-8a13-7d977fb31ce8,False,shoulders,Dumbbell Partial Lateral Raises,"Partial Lateral Raises: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the shoulders using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,7fdcb720-1287-4459-bded-21f9b7727ee9,False,chest,Dumbbell Press (Decline),"DB Press (Decline): This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,415b8b06-4461-4b4c-93b4-e88ad298edcb,False,chest,Dumbbell Press (Flat),"DB Press (Flat): This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,7d109e64-ed10-402f-8492-4acfa99d37dd,False,chest,Dumbbell Press (Incline),"DB Press (Incline): This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,27ea8b94-f4bc-4784-9de3-a4197cac6cca,False,shoulders,Dumbbell Raise Combo (Front And Lateral),"Dumbbell Raise Combo (Front and Lateral): This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the shoulders using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,d311ee92-5d9e-42f9-b88b-0c6c9055b1a7,False,shoulders,Dumbbell Rear Delt Fly,"Rear Delt Fly (Dumbbell): This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the chest using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,c52a149c-be26-445f-bfcd-bd9ab9cf55fa,False,shoulders,Dumbbell Shoulder Press,"Dumbbell Shoulder Press: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the shoulders using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,pull,0d6ec8fc-f711-4c1a-9bec-172d95f7cedb,False,shoulders,Dumbbell Shrugs,"Dumbbell Shrugs: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the shoulders using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,e4e2903a-9af9-44a0-bb4f-e3794a220abb,False,arms,Dumbbell Single-Arm Triceps Ext,"Single -Arm Triceps Ext (Dumbbell): This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the triceps using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,d6a010e8-88bf-4c6f-adf5-7f7c530212bb,False,shoulders,Dumbbell Single-Arm Lateral Raise,"Single-Arm Lateral Raise: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the shoulders using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,50d55152-d347-4cd9-a697-6e5bc2e39258,False,shoulders,Dumbbell Single-Arm Overhead Press,"Single-Arm Dumbbell Overhead Press: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the shoulders using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,pull,c5ec1808-d484-406b-8bba-b3772ebbf10d,False,shoulders,Dumbbell Single-Arm Upright Row,"Single-Arm Upright Row: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the shoulders using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,a5b9a707-9ae7-4441-bac1-5b4e2c229d0e,False,triceps,Skullcrusher,"Dumbbell Skullcrusher: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the triceps using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,pull,29d41062-4d48-4ea2-ab3e-8f6d1382248f,False,biceps,Dumbbell Spider Curl,"Spider Curl: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the biceps using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,3ea2a856-93cc-434a-82be-32eab1524517,False,arms,Dumbbell Tricep Kickback,"Dumbbell Tricep Kickback: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the triceps using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,push,09b3da73-8a3f-4a6e-9b39-d64122f420d0,False,arms,Dumbbell Triceps Extension,"Dumbbell Triceps Extension: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the triceps using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,advanced,Dumbbell,squeeze,08d20185-e142-4fdb-b6b7-567f6c7ac2a4,False,glutes,Dumbbell Weighted Donkey Kicks,"Weighted Donkey Kicks: This is a advanced level, compound strength exercise that helps improve strength and mobility targeting the glutes using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Dumbbell,pull,540cd6b9-f90b-4b06-bbca-7af4cae0afc0,False,biceps,Dumbbell Zottman Curls,"Zottman Curls: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the biceps using dumbbell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Ez Bar,pull,3ec10b7d-1265-4d73-95d8-ee3701c2bf36,False,biceps,Ez Bar Close Grip Curl,"Ez Bar Close Grip Curl: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the biceps using ez bar.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Ez Bar,pull,6f9b46d7-afbe-4ded-80fa-fb353a5917cb,False,biceps,Ez Bar Curl,"EZ Bar Curl: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the biceps using ez bar.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Ez Bar,pull,6692871e-c7d5-418f-b9f3-ccca2faec92d,False,biceps,Ez Bar Reverse Curl,"EZ Bar Reverse Curl: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the biceps using ez bar.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Ez Bar,push,bdf289de-b462-44f6-86df-d12463afebe3,False,arms,Ez Bar Skullcrusher,"EZ Bar Skullcrusher: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the triceps using ez bar.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Ez Bar,push,0cb0f84d-9e6d-417d-a06b-e2bd2c61d050,False,arms,Ez Bar Overhead Triceps Ext,"Overhead Triceps Ext (EZ Bar): This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the triceps using ez bar.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Ez Bar,pull,f0b769b8-9ee1-4a90-9ba9-ecdf95661745,False,back,Ez Bar Upright Row,"Upright Row (EZ Bar): This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the back using ez bar.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Kettlebell,pull,a1110066-ae6d-4c1d-995f-4df6ca7d3f45,False,back,Kettlebell Deadlift,"Kettlebell Deadlift: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the back using kettlebell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Kettlebell,push,7fdbf37c-6c4e-4f4f-9504-8449460bf500,False,arms,Kettlebell Triceps Extension,"Kettlebell Triceps Extension: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the triceps using kettlebell.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,e337fce9-21d8-4e1d-bee2-37b0f62ace30,False,shoulders,Machine Arnold Press,"Arnold Press: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,beginner,Machine,pull,4797bef1-7ef4-4cee-b9cf-f4cbc96d8ee6,False,back,Machine Assisted Chin Up,"Machine Assisted Chin Up: This is a beginner level, compound strength exercise that helps improve strength and mobility targeting the back using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,beginner,Machine,pull,8fc54df0-3792-4957-a5fd-c4ad8a83e89a,False,back,Machine Assisted Pull Up,"Machine Assisted Pull Up: This is a beginner level, compound strength exercise that helps improve strength and mobility targeting the back using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,beginner,Machine,push,6c89c2ac-4c39-4e03-b38f-3836436c1599,False,arms,Machine Assisted Tricep Dip,"Machine Assisted Tricep Dip: This is a beginner level, compound strength exercise that helps improve strength and mobility targeting the triceps using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,9acae012-ae42-412e-8511-d59b2679dd52,False,shoulders,Machine Behind-The-Neck Press,"Behind-the-Neck Press: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,448b2226-28b2-4285-86d0-d4e0eb01fd35,False,legs,Machine Calf Press,"Machine Calf Press: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,4aae54c7-30b9-4423-8bb6-d4e14d54d487,False,chest,Machine Chest Fly,"Machine Chest Fly: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,8f40b14d-51ea-4ede-9fd1-cd923a1a6422,False,chest,Machine Chest Press (Decline),"Machine Chest Press (Decline): This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,88ec2702-ae0f-4a60-846f-e33c049afb58,False,chest,Machine Chest Press (Flat),"Machine Chest Press (Flat): This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,a752c4d7-409c-4a84-bfb3-931d21b3e1c6,False,chest,Machine Chest Press (Incline),"Machine Chest Press (Incline): This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,pull,75f21e7d-d394-4ef6-9473-7998ab5d45b6,False,back,Machine Close Grip Lat Pulldown,"Close Grip Lat Pulldown: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the back using machine.",2025-07-06T19:10:12.243277
flexibility,2025-07-06T17:30:41.132000,beginner,Machine,push,2fe5ea81-a10e-4f2e-bbb1-681820637938,False,legs,Machine Cockroach Killers,"Using an assisted pullup/dip machine, one leg at a time drives the support platform down.",2025-07-06T17:30:41.132000
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,4f623fd0-c27e-48c5-85cb-ee02178b0767,False,arms,Machine Dip,"Dip Machine: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the triceps using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,beginner,Machine,push,a08b251a-4be4-476d-9509-cf5eb67a323c,False,chest,Machine Dips (Seated Close),"Dips (Machine Seated Close): This is a beginner level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,beginner,Machine,push,9ee12b47-2c32-4d9f-b5e0-2a00ff864be8,False,chest,Machine Dips (Seated Wide),"Dips (Machine Seated Wide): This is a beginner level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,beginner,Machine,push,6b6b6760-5536-401d-b301-8c90e9367e1f,False,arms,Machine Dips (Assisted Close Grip/Tricep Focus),"Dips (Assisted Close Grip/Tricep Focus): This is a beginner level, compound strength exercise that helps improve strength and mobility targeting the triceps using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,beginner,Machine,push,34db6e16-8ee5-47ec-be34-531fef7e2368,False,chest,Machine Dips (Assisted Wide Grip/Chest Focus),"Dips (Assisted Wide Grip/Chest Focus): This is a beginner level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,squeeze,356fbefe-1474-47db-b746-ba268d5174bf,False,glutes,Machine Hip Abduction,"Hip Abduction: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the glutes using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,9bfb72c4-622c-4322-a9a4-ff27c40bc214,False,chest,Machine Hs Chest Press (Decline),"HS Chest Press (Decline): This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,71b9433e-5866-4fd0-bc0d-44696fe53b17,False,chest,Machine Hs Chest Press (Flat),"HS Chest Press (Flat): This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,7643a5da-e8c1-4f61-8b0f-0f441a3fdac1,False,chest,Machine Hs Chest Press (Incline),"HS Chest Press (Incline): This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,6fe7b1f8-d163-41dc-be46-a38b4fb20263,False,chest,Machine Landmine Press,"Landmine Press: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,pull,a4c5fd55-2b6d-41ed-961d-42ffac159dbe,False,back,Machine Main Back,"Main Back: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the back using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,pull,c0507185-a5d5-4c38-8d07-95f1b766d694,False,back,Machine Matrix Rower,"Matrix Rower: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the back using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,05935c93-e10b-42ee-94d7-3f83c96e031f,False,chest,Machine Medicine Ball Chest Press,"Medicine Ball Chest Press: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,74fc0f3b-2c6a-4958-8bfc-f0a7c4fa8c0d,False,shoulders,Machine Reverse Fly,"Reverse Fly Machine: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,squeeze,7dcbd592-c636-4b9a-b3ff-b79a3c18b663,False,glutes,Machine Reverse Hyperextension,"Reverse Hyperextension: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the glutes using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,a98d96df-9e4d-425f-9d17-b3dfc3e4a769,False,shoulders,Machine Seated Bent-Over Rear Delt Raise,"Seated Bent-Over Rear Delt Raise: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the shoulders using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,7fbf36a7-2dc0-4004-8487-4fb6a23c470b,False,legs,Machine Seated Calf Raise,"Seated Calf Raise: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the legs using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,d172447e-45f8-4955-b7b9-5247e3dc0680,False,shoulders,Machine Seated Military Press,"Seated Military Press: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the shoulders using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,pull,fb1bf47d-ce32-4806-9504-0f2331682a10,False,back,Machine Seated Row,"Seated Machine Row: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the back using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,68c09d62-e71d-4801-ba68-d4b309550ef8,False,shoulders,Machine Shoulder Press,"Machine Shoulder Press: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the shoulders using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,aaa7c1b4-933d-4424-ae30-cc42f011203b,False,legs,Machine Single Leg Press,"Single Leg Press: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the legs using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,31aac350-db2d-4549-b208-d5c65761b408,False,shoulders,Machine Single-Arm Arnold Press,"Single-Arm Arnold Press: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,e3a73574-e564-41c2-b24a-c7c4dfe2c432,False,chest,Machine Smith Close-Grip Bench Press,"Smith Machine Close-Grip Bench Press: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,fd7c447f-c783-487f-a5af-fafcb200e5ef,False,legs,Machine Smith Lunge,"Smith Machine Lunge: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the legs using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,d55905c1-6cf5-415f-b658-a6f0a6fe68e5,False,shoulders,Machine Smith Overhead Press,"Smith Machine Overhead Press: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the shoulders using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,pull,0bbb5c37-6f92-4687-b3d0-dc31cbd21d57,False,back,Machine Smith Upright Row,"Smith Machine Upright Row: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the back using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,68e0b5ac-92d5-4321-bc15-8faa0afc175b,False,legs,Machine Standing Calf Raise,"Standing Calf Raise: This is a intermediate level, isolation strength exercise that helps improve strength and mobility targeting the legs using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Machine,push,9f0ff07e-a12d-4db2-a8c1-6a3f894ebc47,False,chest,Machine Svend Press (Plate Pincher),"Svend Press (Plate Pincher): This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the chest using machine.",2025-07-06T19:10:12.243277
strength,2025-07-06T19:10:12.243277,intermediate,Resistance Band,squeeze,7ce00ecc-22de-4935-8845-bd08dcb86def,False,glutes,Resistance Band Glute Bridge,"Resistance Band Glute Bridge: This is a intermediate level, compound strength exercise that helps improve strength and mobility targeting the glutes using resistance band.",2025-07-06T19:10:12.243277